amount,txn_count,distance,ip_risk,failed_logins,fraud
29147,29,4367,99,4,0
80858,12,3230,20,4,0
69772,7,2690,23,2,0
59960,16,6153,13,3,0
11262,19,8000,52,0,0
3721,4,7873,18,2,0
66288,8,8813,79,2,1
15759,14,4513,24,3,0
87894,9,7690,20,0,0
91600,12,7820,62,1,1
51905,12,6128,63,3,1
24943,21,5913,11,0,0
28897,18,1726,89,2,0
13763,17,9473,81,0,0
75691,5,8809,99,2,1
7546,9,4726,94,1,0
88307,1,1410,14,0,0
64957,26,1424,79,1,0
1295,16,4366,93,2,0
28843,2,1307,74,2,0
63290,17,3400,92,3,1
1009,21,6237,65,3,0
2531,1,9408,32,3,0
50032,28,1404,19,4,0
10939,11,6331,86,1,0
40332,27,3004,73,3,0
98019,28,6721,17,3,0
63394,5,1790,93,1,0
37706,17,3654,76,4,0
17457,12,5495,74,3,0
21634,7,3130,10,1,0
69203,29,4391,28,4,0
47834,3,5874,43,4,0
78024,24,6476,68,0,1
29645,29,8284,23,4,0
61856,8,5932,86,2,1
86557,26,1246,33,0,0
12956,18,2923,82,1,0
97981,8,6982,30,1,0
15182,25,365,9,0,0
7536,26,8161,21,3,0
69509,25,1187,15,4,0
65988,20,5203,97,3,1
44088,22,482,64,2,0
57550,15,6534,73,4,1
12855,2,9754,82,3,0
11354,19,5193,96,2,0
69016,24,3771,70,3,1
81181,24,5373,13,2,0
91311,19,8979,21,2,0
26845,19,6682,45,3,0
60753,24,9117,17,3,0
64655,13,5693,93,3,1
51629,25,5087,67,1,1
47196,25,6577,70,1,0
25387,3,2587,89,1,0
83737,1,5309,3,3,0
29580,5,7987,15,1,0
61458,26,5770,78,0,1
58806,5,887,95,2,0
70018,20,1786,88,1,0
96348,23,7728,40,0,0
96199,27,4299,69,0,1
92503,7,987,47,0,0
24242,14,9229,11,3,0
464,26,3414,92,4,0
47276,10,7940,46,1,0
10547,1,3082,73,2,0
96898,28,2108,3,1,0
79164,15,1560,78,3,0
49877,24,1691,37,2,0
22794,15,1089,4,4,0
24412,1,4491,74,2,0
1697,17,3748,56,1,0
24915,21,7433,11,2,0
61609,1,4726,70,4,1
91961,24,7003,78,1,1
12712,26,2336,98,1,0
659,10,4594,81,4,0
55455,13,257,65,0,0
137,25,8653,59,3,0
91652,5,1833,30,0,0
89620,16,433,47,0,0
72047,5,1752,6,0,0
56868,25,257,32,1,0
44774,17,1683,60,2,0
68096,18,5122,73,0,1
79903,14,4516,61,0,1
75412,12,5564,20,1,0
72422,11,6201,50,3,0
82996,18,46,42,0,0
22766,23,3220,24,4,0
3875,22,9281,88,0,0
55284,25,3645,15,2,0
10878,22,2109,58,2,0
75887,14,5280,99,4,1
85920,14,7940,91,3,1
73474,11,1846,17,4,0
48558,3,1510,22,4,0
34446,16,2163,27,4,0
31633,17,7715,4,4,0
60413,25,3812,19,1,0
19216,26,2710,58,3,0
84516,12,9637,66,0,1
88843,6,6605,75,4,1
78387,16,1026,72,2,0
75021,13,1849,81,2,0
20225,20,1299,7,0,0
35894,13,6710,86,1,0
2720,23,4866,50,1,0
40238,1,9678,80,2,0
17924,7,4093,48,3,0
26648,11,8656,19,0,0
61662,26,2182,49,0,0
79509,17,5900,23,4,0
74823,27,9380,3,1,0
4411,23,7737,17,1,0
6183,23,557,76,0,0
2680,19,8244,82,2,0
53271,3,9841,44,1,0
54179,8,3023,69,3,1
14360,20,1075,53,3,0
78514,17,6764,67,1,1
32530,10,6328,23,1,0
2276,3,501,58,2,0
27215,1,7235,37,2,0
49852,1,4285,93,1,0
10173,4,5902,91,0,0
4582,23,9045,23,3,0
43384,5,7339,95,4,0
11645,9,5242,99,2,0
14418,23,5948,67,0,0
91991,29,3219,46,0,0
2937,14,6001,57,2,0
40177,12,4240,97,4,0
29769,17,9612,55,2,0
11209,7,9633,33,4,0
39336,6,5791,80,0,0
81107,14,865,77,3,0
39085,9,1503,77,2,0
3870,18,4660,34,0,0
52735,19,599,96,4,0
43844,2,8161,69,2,0
15008,28,2751,86,4,0
6906,28,1632,56,4,0
17258,1,6108,72,3,0
12519,2,3013,33,0,0
95528,6,9698,26,0,0
84839,7,6656,90,0,1
88363,20,528,21,4,0
69210,24,1407,90,1,0
85153,20,7210,12,0,0
81741,9,2691,90,0,1
55501,19,8720,88,1,1
76721,29,8579,98,0,1
37371,9,898,71,4,0
38646,25,5014,75,0,0
82435,21,4263,84,1,1
76872,9,6617,97,1,1
18257,20,3562,93,0,0
91103,25,8900,94,3,1
78310,23,5970,26,3,0
47467,17,735,37,4,0
66268,1,4269,4,1,0
10307,24,3873,31,4,0
52334,24,8008,32,0,0
35257,2,5139,84,0,0
27757,16,2240,64,3,0
72254,28,6781,43,2,0
93719,1,3859,21,0,0
49708,27,4369,44,0,0
12176,8,8400,18,4,0
50398,1,4300,6,0,0
8218,5,8635,80,1,0
15285,1,1462,61,2,0
92253,25,9911,40,2,0
69045,18,7029,95,0,1
56018,18,953,16,0,0
12209,11,2485,63,0,0
2697,22,8187,16,3,0
43251,12,657,64,2,0
63932,13,6840,5,3,0
39180,3,9955,33,0,0
85305,18,5560,9,0,0
54069,18,6183,91,3,1
50292,24,2274,46,2,0
56616,14,3095,94,1,1
83609,10,2521,77,0,1
22213,23,7808,61,0,0
61242,22,3684,49,0,0
67607,2,9696,50,4,0
14777,11,1869,8,2,0
67364,17,6404,77,4,1
22494,7,3543,88,4,0
6312,17,4638,73,0,0
55286,16,8458,16,4,0
79154,13,3149,32,4,0
3371,11,210,36,1,0
20077,1,1285,77,0,0
5707,3,2788,35,2,0
25217,7,850,75,2,0
50724,29,330,92,0,0
48194,19,4355,36,2,0
86258,1,4723,90,3,1
4676,20,1101,33,4,0
30385,27,3671,14,3,0
44618,20,4783,54,3,0
64194,9,9269,77,3,1
85905,22,8010,95,4,1
77178,27,7386,66,4,1
20256,13,4019,50,3,0
69750,1,3368,32,4,0
92709,8,1574,48,2,0
68404,23,6251,60,3,0
1260,26,7042,80,4,0
20024,26,4636,72,3,0
93768,24,8371,32,1,0
18444,2,4889,61,1,0
9101,1,420,76,0,0
70919,9,9471,92,0,1
99744,14,5138,70,1,1
33459,15,7856,72,4,0
95118,28,2759,17,1,0
39299,22,9997,47,4,0
29817,1,8989,48,4,0
74589,3,3575,74,2,1
21704,7,6819,45,4,0
8107,4,2329,44,3,0
49682,8,1710,23,2,0
57745,22,1421,21,0,0
55286,29,8636,33,3,0
19789,3,1332,99,3,0
79401,23,5945,87,0,1
38131,24,2794,77,3,0
18856,5,5791,92,3,0
66433,18,8236,27,2,0
28124,7,4081,60,1,0
86340,25,1893,59,3,0
58341,1,9451,63,1,1
55284,2,9895,71,1,1
665,21,2019,94,3,0
12934,11,4413,44,0,0
75687,25,6740,95,3,1
17673,21,7343,1,2,0
72520,22,5521,78,0,1
89505,3,5370,13,2,0
4123,15,717,51,1,0
98794,13,9892,41,1,0
98636,7,3132,40,2,0
77134,5,234,55,4,0
42315,9,890,95,1,0
64992,24,428,57,3,0
899,12,7026,18,3,0
96994,9,8327,8,2,0
52970,9,3368,3,0,0
78898,14,7389,52,3,0
92252,20,2950,38,1,0
69102,26,3089,88,3,1
70214,13,3574,35,2,0
89333,15,4976,62,0,1
29530,3,8052,45,2,0
54655,7,1996,15,4,0
36759,3,7146,97,2,0
42422,23,3031,77,3,0
60196,19,1885,88,0,0
92762,23,6748,47,2,0
35977,11,1551,1,0,0
86676,9,538,87,4,0
98638,29,9697,71,3,1
61955,22,9108,51,0,0
67719,3,1691,40,0,0
57911,14,6853,87,4,1
25695,24,902,33,2,0
94434,13,445,70,1,0
60620,9,9105,56,3,0
23312,12,494,74,2,0
9984,2,2724,19,1,0
73266,15,8742,3,1,0
69826,28,2887,94,2,1
74589,7,756,39,3,0
42723,29,4151,93,4,0
72189,19,1690,37,2,0
29505,19,5790,3,2,0
17629,11,7943,49,0,0
51116,21,297,77,4,0
35136,3,6555,8,3,0
94627,10,2317,63,4,1
63238,29,1288,29,0,0
31745,22,661,76,2,0
93797,18,8105,66,1,1
69606,16,9651,68,0,1
64085,20,4761,30,1,0
30446,29,8465,26,0,0
53626,24,4020,48,3,0
46160,2,7256,31,2,0
94812,14,4868,13,3,0
68358,12,2551,72,1,1
44009,22,1674,21,1,0
23341,23,1667,32,3,0
62509,29,1385,52,2,0
65553,2,8253,72,2,1
98403,12,6610,93,0,1
50210,21,494,3,1,0
39867,15,2971,12,0,0
82781,18,26,15,2,0
71300,5,5155,65,3,1
48094,22,761,83,0,0
46748,12,3676,1,2,0
38825,8,9412,5,0,0
53433,28,1831,23,3,0
34071,4,2811,21,4,0
86693,27,9991,49,0,0
7607,26,1378,75,1,0
54276,26,9794,63,0,1
86073,26,3938,79,1,1
74610,10,1117,57,2,0
4127,9,5746,36,0,0
28551,16,5939,97,1,0
18425,13,7934,93,1,0
72110,24,771,52,1,0
50912,28,4350,63,0,1
25495,11,332,14,0,0
93867,11,4932,28,1,0
70749,4,2882,90,4,1
84885,14,2576,54,2,0
8756,14,278,68,2,0
32933,7,5705,19,0,0
39123,18,4693,11,0,0
8060,13,7033,61,3,0
46533,9,6348,2,4,0
70177,5,8534,5,2,0
30631,29,265,93,2,0
30957,16,5098,61,2,0
57709,6,6462,5,1,0
55586,27,4927,89,2,1
43926,18,2180,48,2,0
27415,3,4678,43,2,0
69912,19,1250,89,0,0
64908,17,1246,54,2,0
64929,3,443,65,3,0
77439,18,4378,19,3,0
22249,1,1032,97,2,0
49592,24,7863,64,0,0
49486,19,9309,10,3,0
28164,24,8721,61,1,0
68575,10,5436,70,0,1
26005,5,1234,62,1,0
84820,22,2776,77,4,1
19971,24,3851,96,2,0
87940,18,1189,13,1,0
49992,26,9582,81,0,0
16802,25,5154,10,3,0
73627,16,9468,12,0,0
82743,26,9328,83,1,1
70482,12,570,54,1,0
33138,1,7642,99,0,0
66893,27,5371,79,2,1
79127,15,7000,21,0,0
7008,29,2304,96,4,0
43166,5,5566,4,1,0
17734,17,8178,56,1,0
19440,22,5829,3,4,0
88456,5,7615,35,3,0
73786,28,3484,94,1,1
64477,20,5540,33,1,0
64403,8,9863,57,4,0
31457,27,4748,48,3,0
10786,10,2508,20,4,0
60819,9,7495,54,1,0
93617,11,4039,29,1,0
89280,9,7012,48,1,0
1846,24,785,9,4,0
80324,2,5037,88,0,1
87795,19,7911,6,1,0
15958,11,3709,76,4,0
58205,10,7693,12,4,0
77357,20,8868,92,4,1
136,29,1788,12,1,0
80838,29,8066,50,0,0
71568,7,8329,62,4,1
70703,1,662,38,2,0
42870,16,415,67,1,0
93662,18,3898,18,2,0
79199,23,6455,89,2,1
34383,27,2868,89,0,0
28113,5,9310,83,4,0
21243,12,8085,40,4,0
24049,21,1901,42,1,0
83303,8,8651,17,1,0
80312,25,816,44,4,0
80702,16,247,90,4,0
82436,16,6703,6,3,0
27307,7,4514,53,2,0
7383,9,256,81,3,0
15587,6,2963,41,4,0
61696,6,8763,89,0,1
42787,24,5593,16,3,0
691,6,2261,4,1,0
65983,6,5033,92,0,1
41642,22,5697,93,3,0
19522,25,6610,99,1,0
45313,2,2275,39,2,0
19061,13,1069,88,2,0
6074,12,4830,31,3,0
85113,12,5312,77,0,1
17871,19,2286,7,4,0
7145,24,1619,9,2,0
31689,8,7064,48,4,0
54808,22,5290,45,4,0
55409,7,8861,6,4,0
88728,18,6636,38,2,0
87335,19,2348,47,2,0
17210,27,4924,90,3,0
81247,8,2816,80,0,1
92390,5,6100,14,3,0
17091,26,7791,70,2,0
95517,4,1075,5,4,0
36099,16,3839,54,2,0
75883,25,6104,28,4,0
94694,4,6784,91,3,1
69458,15,3390,27,4,0
27280,9,9917,44,0,0
37905,14,6320,14,0,0
94899,18,6279,79,0,1
7510,23,1481,56,0,0
40861,3,4184,97,4,0
35467,17,5814,14,2,0
51544,21,8423,27,2,0
26089,23,9185,44,1,0
30199,13,7872,59,4,0
55361,26,5398,97,1,1
2136,7,541,86,4,0
32944,28,24,15,3,0
23152,27,4268,71,4,0
8780,14,3660,36,3,0
56992,8,3496,93,2,1
57700,20,6488,21,0,0
31210,1,259,51,1,0
86361,29,1659,59,4,0
66420,21,5692,22,4,0
75188,21,563,50,2,0
68635,7,1194,39,4,0
81231,16,2429,57,4,0
89013,3,3599,69,4,1
96534,12,574,85,4,0
62185,7,9706,8,0,0
79934,4,6677,31,4,0
46204,7,8847,35,0,0
86670,9,8485,57,1,0
53778,28,4413,14,3,0
35461,12,9108,69,2,0
62795,7,7972,38,3,0
57074,14,7063,12,4,0
75279,16,3933,49,4,0
10610,14,7148,80,1,0
72354,4,8219,87,4,1
65687,9,5689,52,2,0
72846,7,3957,42,3,0
31016,5,6876,80,0,0
34393,4,1279,2,2,0
78165,21,9926,43,4,0
69100,20,7497,95,0,1
65524,23,8599,34,0,0
67496,15,5807,3,2,0
56831,3,614,4,4,0
75806,13,9979,75,4,1
25892,9,5494,65,2,0
54866,26,5914,23,1,0
10667,12,9433,64,2,0
86220,24,330,20,0,0
44178,23,4917,53,0,0
51045,26,8126,78,3,1
88190,29,6645,1,3,0
29902,28,2612,60,1,0
82115,29,9305,60,1,0
59722,8,8438,22,4,0
39428,6,5248,35,2,0
44259,3,1418,91,2,0
49362,26,8955,24,4,0
40259,5,5133,73,0,0
90309,24,293,48,0,0
27295,26,2197,11,3,0
34774,26,1817,4,3,0
59354,26,5776,10,4,0
33926,19,2323,59,4,0
90199,19,4360,78,1,1
64550,6,5661,15,1,0
2193,19,1564,26,1,0
82194,4,1335,66,2,0
62698,23,5605,87,3,1
90544,11,5003,48,0,0
33817,18,2515,4,4,0
4746,2,2401,44,1,0
84363,1,2956,2,2,0
17663,10,3537,90,2,0
84522,12,6856,84,3,1
29510,17,9564,10,0,0
62020,22,108,37,4,0
1726,15,6230,94,2,0
38411,5,3810,60,1,0
9565,16,8309,99,1,0
15350,8,3047,33,3,0
33376,28,3440,89,3,0
78772,24,917,2,3,0
51012,12,819,49,3,0
48891,26,3260,11,4,0
33470,8,9984,72,3,0
9132,7,7964,2,0,0
92302,8,9229,85,3,1
50054,23,6446,15,1,0
16032,19,8652,64,0,0
56727,4,2809,47,2,0
45128,22,6097,78,3,0
45630,22,8824,63,0,0
25657,16,4318,21,3,0
13570,25,3956,26,2,0
6905,21,1621,46,0,0
73716,15,7381,95,2,1
98969,22,4800,6,4,0
97523,26,9477,73,3,1
73250,10,1246,52,3,0
98941,21,541,19,4,0
43725,3,4063,53,2,0
16669,5,1552,17,1,0
78147,20,6164,66,3,1
83556,26,3165,93,2,1
20329,12,4711,50,3,0
95321,14,2181,41,1,0
72671,16,3271,80,2,1
91825,14,289,33,3,0
85879,21,1184,67,4,0
26425,6,1904,88,1,0
33715,11,6342,88,0,0
75160,19,4792,27,1,0
97762,13,5056,77,4,1
2049,21,7796,13,1,0
44487,29,1920,18,4,0
33398,10,6930,32,4,0
83821,5,7857,86,4,1
21786,17,7433,88,3,0
71825,8,1143,37,2,0
73250,28,4841,94,2,1
70475,14,3958,46,2,0
37489,21,840,3,3,0
9696,29,6999,18,2,0
66146,13,1138,5,2,0
93533,27,8907,59,1,0
55698,13,2161,89,0,1
10436,15,2064,44,1,0
41435,6,2668,89,3,0
92579,4,8610,91,3,1
99287,9,4799,72,0,1
87738,21,7479,76,0,1
64485,13,1787,4,3,0
9749,19,8270,30,4,0
43247,9,8474,50,1,0
76315,14,4862,95,0,1
52028,29,480,12,0,0
93430,12,7920,89,2,1
47496,25,9488,38,2,0
8276,26,7255,14,0,0
85882,28,6635,12,4,0
20423,7,6022,63,1,0
50455,8,8712,97,1,1
86578,4,7868,57,2,0
3193,23,7208,45,2,0
92610,13,6228,97,4,1
60795,2,9382,37,4,0
91815,2,5290,86,4,1
94755,18,7146,87,3,1
73330,27,7369,53,0,0
62140,29,2161,85,0,1
55130,16,3750,22,2,0
88506,17,8772,93,0,1
29303,1,5609,86,4,0
9962,8,5532,45,2,0
71980,25,376,80,1,0
94318,12,2940,95,2,1
57103,18,7541,17,2,0
65508,29,4787,64,4,1
58599,23,2367,76,4,1
6864,17,9274,96,4,0
1714,12,2417,79,1,0
52905,17,6640,20,0,0
93598,5,5734,78,0,1
22172,19,9601,13,2,0
17961,27,4961,94,2,0
31226,10,6195,19,2,0
17983,23,7236,84,2,0
66366,25,2244,38,4,0
66583,26,6554,19,0,0
44448,20,7274,50,0,0
1008,12,4618,65,4,0
49423,9,7990,26,4,0
1985,28,1050,34,1,0
66451,23,8946,54,0,0
57283,6,5527,62,2,1
58250,15,5173,88,3,1
71795,8,3910,66,4,1
33487,15,3067,9,1,0
5694,29,6821,43,2,0
16291,24,1292,23,0,0
26076,13,2656,45,1,0
7494,1,826,5,0,0
99376,22,444,96,2,0
28280,24,4736,18,4,0
97177,10,2712,85,0,1
38615,28,7225,23,3,0
86235,6,3882,23,1,0
76539,17,3649,70,4,1
18140,13,247,50,4,0
3439,7,7087,67,0,0
77822,16,2904,62,3,1
15390,8,3692,47,1,0
63297,17,6061,32,0,0
4400,11,5488,59,1,0
95898,20,9916,23,3,0
88813,14,2460,97,2,1
50970,18,5424,29,2,0
60917,8,2250,69,1,1
49784,24,9091,95,0,0
58696,29,8962,66,0,1
89101,12,4650,20,0,0
66727,13,9853,42,4,0
76092,17,9378,73,1,1
93745,19,4302,40,0,0
87839,3,93,42,0,0
96734,11,9544,65,4,1
54168,4,3719,5,3,0
54433,11,9489,20,2,0
75581,15,307,48,4,0
12307,3,6337,73,0,0
99545,26,8401,56,1,0
45804,24,4723,13,4,0
36876,13,6656,47,3,0
78663,20,522,28,0,0
61787,12,6580,48,2,0
4881,1,2399,15,3,0
85489,24,3696,78,2,1
28116,21,8562,67,2,0
47942,12,950,69,1,0
23116,1,355,51,2,0
42707,6,6995,70,4,0
57871,10,6340,33,4,0
86939,4,3766,19,2,0
67694,6,731,41,0,0
88525,3,7171,84,3,1
73466,16,4803,42,2,0
38411,6,4884,11,3,0
66302,21,882,13,2,0
39570,22,159,60,4,0
38097,5,7957,14,0,0
28491,28,7804,23,3,0
98304,15,8734,90,3,1
16009,19,7897,87,4,0
11378,27,2307,10,0,0
54499,19,2571,48,4,0
33192,26,5646,50,1,0
30379,5,4487,16,4,0
667,9,2180,48,0,0
18130,4,3910,80,4,0
59975,6,357,62,0,0
64659,10,2281,36,4,0
65073,4,7423,13,1,0
61444,21,1488,79,0,0
30888,29,326,67,3,0
62023,1,7716,33,4,0
31870,27,2632,62,1,0
2469,12,529,7,2,0
18147,5,2342,96,2,0
55908,25,4906,52,4,0
29006,24,5951,81,2,0
47120,27,9012,18,2,0
4025,16,8002,5,1,0
88038,27,9334,81,2,1
72042,18,4072,79,0,1
36494,27,185,5,4,0
73667,28,3189,70,1,1
97449,14,2475,4,4,0
92702,25,9353,3,1,0
35086,27,1153,57,4,0
98547,19,8560,75,1,1
66251,23,5978,28,4,0
10781,9,8891,22,1,0
1044,10,9115,39,2,0
77948,6,5784,24,3,0
28214,18,2927,66,4,0
6147,10,3760,39,1,0
67538,8,2568,79,1,1
40943,11,2995,91,1,0
78672,4,831,49,2,0
47706,7,7879,90,3,0
89706,8,5456,67,4,1
55021,18,7381,53,4,0
8988,27,6392,86,0,0
99041,27,950,4,2,0
31245,3,3675,3,3,0
49954,17,9119,10,0,0
35385,17,1879,76,0,0
98713,25,3953,49,1,0
42560,13,4866,16,4,0
31976,24,9087,32,0,0
6512,25,8508,59,4,0
7935,16,1850,20,1,0
57832,18,3047,43,0,0
6940,11,2416,45,4,0
66399,22,816,6,1,0
54050,14,5040,23,3,0
61842,12,6325,14,3,0
59868,4,2824,40,2,0
62683,28,7434,25,4,0
37694,17,498,90,4,0
70279,1,132,68,1,0
46311,17,8713,30,2,0
81296,4,4605,23,4,0
67243,16,2017,60,2,0
15848,16,6407,51,0,0
34229,13,4474,47,2,0
41535,10,8521,77,2,0
61977,23,5487,81,3,1
54667,4,2559,20,4,0
87440,6,3292,69,0,1
74634,6,2667,39,4,0
48907,5,8786,54,3,0
68916,5,8079,7,1,0
48804,6,869,44,2,0
97456,16,4863,82,0,1
89632,11,8714,29,1,0
72244,22,1470,13,3,0
21138,7,3008,91,4,0
1853,28,1613,76,3,0
45311,2,825,57,1,0
66717,20,493,29,2,0
73902,16,3361,75,0,1
78513,9,4675,93,2,1
9795,7,5804,82,3,0
1314,5,9302,90,1,0
44939,19,9263,65,2,0
56341,2,8709,93,0,1
72205,20,5214,5,1,0
37277,15,7380,8,0,0
28015,21,5982,62,2,0
17231,26,8993,26,1,0
1479,8,7361,59,1,0
9188,11,3127,2,0,0
16450,12,1296,22,1,0
47349,15,3281,30,1,0
2886,26,1621,80,2,0
62348,11,8141,18,1,0
15961,28,9816,27,3,0
2937,24,5229,74,1,0
49931,6,5488,18,0,0
29641,13,6805,62,1,0
13006,13,1033,68,4,0
87429,7,3133,41,4,0
37810,18,7731,52,1,0
72458,26,4104,45,4,0
85466,11,3099,65,1,1
78772,5,8254,62,1,1
90844,24,2599,21,2,0
38675,25,6117,3,2,0
78710,14,3760,86,0,1
27102,4,5096,19,4,0
83365,15,4162,75,4,1
75450,10,6597,3,4,0
30221,19,6056,50,2,0
49531,24,9233,40,1,0
99365,12,1218,21,2,0
83412,29,8967,93,4,1
16392,23,4590,48,1,0
41010,21,8472,90,1,0
97304,28,7162,67,1,1
17543,27,1923,88,0,0
22833,10,8109,44,2,0
32310,19,4550,83,4,0
4989,22,8213,2,3,0
89982,7,5682,95,4,1
82356,4,910,20,3,0
73840,3,8154,90,1,1
48451,14,4271,3,0,0
43003,17,8739,14,2,0
50672,15,3378,78,4,1
30205,3,2739,40,3,0
12039,19,8939,1,0,0
38378,21,9268,11,2,0
31840,14,7254,80,3,0
27732,14,2058,24,4,0
18513,18,5718,9,0,0
16201,8,2746,13,1,0
46024,6,4949,51,3,0
14762,4,5913,11,3,0
36465,13,330,50,4,0
57387,14,9925,88,0,1
99965,6,7312,60,3,0
51055,11,2051,63,3,1
30243,5,3974,19,1,0
85774,5,5507,72,3,1
13615,12,5855,89,4,0
83379,10,4928,54,4,0
83916,7,4428,37,1,0
25575,2,5347,44,2,0
42953,12,4051,74,0,0
28276,16,2057,53,0,0
40094,23,8585,12,0,0
18930,2,6475,11,4,0
21495,7,355,72,1,0
19156,11,2338,57,4,0
89182,24,5267,71,1,1
73099,14,1127,81,4,0
90604,26,7277,92,1,1
97484,4,5493,27,0,0
97652,25,6793,84,4,1
52803,2,7712,45,0,0
99969,20,6460,1,3,0
89948,5,8255,99,3,1
77220,14,2270,24,3,0
33063,25,3274,99,1,0
3312,4,1522,43,0,0
32775,24,722,72,2,0
739,10,4261,87,3,0
3836,3,90,4,1,0
34119,15,4704,93,1,0
36920,22,272,19,4,0
60631,19,9658,44,0,0
76915,1,7042,56,3,0
10957,22,8053,13,0,0
83546,9,6230,64,2,1
81074,26,174,52,1,0
33368,12,2364,65,4,0
44212,9,5760,55,2,0
45852,18,5191,73,1,0
44888,12,9287,46,4,0
23537,2,456,70,4,0
21448,25,2977,6,3,0
39393,7,6633,37,4,0
30315,7,3405,13,2,0
80831,26,3155,38,1,0
5680,23,5401,92,1,0
96132,24,4290,30,0,0
39115,2,7270,86,4,0
16267,19,8784,13,1,0
21634,20,8103,63,4,0
12783,14,4507,28,1,0
98483,20,5197,58,4,0
36844,26,5660,77,4,0
38151,9,9391,78,2,0
18776,26,8377,32,2,0
43869,25,2358,16,3,0
11331,24,4887,17,2,0
56065,25,2746,98,3,1
95604,28,4091,15,1,0
40339,13,9896,97,4,0
41500,26,227,16,3,0
51653,15,1025,41,3,0
63183,1,871,82,3,0
55138,23,7898,30,0,0
14992,16,5159,45,0,0
16367,29,5400,13,3,0
94642,24,1077,68,1,0
98175,18,4482,94,1,1
87318,15,7018,92,3,1
79534,26,4298,61,4,1
83351,19,4589,82,0,1
23550,6,8984,38,3,0
91728,18,6119,66,4,1
95249,5,2674,75,1,1
23566,27,2063,37,3,0
13765,3,4258,86,2,0
9738,28,4790,39,0,0
37110,22,1712,35,0,0
2566,17,4125,70,3,0
7028,17,6158,24,0,0
95125,25,1509,61,3,0
27784,16,5134,27,2,0
38146,14,5449,81,2,0
40591,4,7190,4,0,0
63019,14,5387,31,2,0
61577,21,21,94,1,0
46589,27,5768,8,3,0
59819,23,8482,16,0,0
8176,23,4315,22,0,0
10336,17,9024,2,4,0
92003,1,8773,97,3,1
16208,8,2854,61,0,0
26020,3,6830,90,2,0
74027,29,3491,39,3,0
65942,4,1657,80,4,0
6711,19,2693,55,4,0
33143,24,7332,34,1,0
96976,16,5026,83,0,1
42940,18,3836,55,4,0
60821,8,7387,79,4,1
91888,16,7636,13,3,0
27301,3,815,19,4,0
15325,22,6662,14,3,0
18361,19,2487,34,2,0
47466,3,4015,97,1,0
27132,28,975,24,0,0
4469,20,8051,62,0,0
54579,8,8116,32,3,0
91087,9,7451,52,0,0
5410,10,447,17,0,0
55879,17,722,23,1,0
42411,13,4503,57,3,0
36281,15,948,23,0,0
79622,3,558,81,4,0
52982,23,7183,78,1,1
9098,17,8646,59,4,0
42507,28,5985,80,2,0
3554,15,4621,56,1,0
50737,24,5350,28,1,0
22563,24,9641,41,3,0
22887,25,926,88,3,0
61186,24,9735,90,4,1
15897,8,5303,69,3,0
1008,29,5052,50,2,0
42203,25,1332,68,4,0
91765,7,1807,53,3,0
11067,8,28,85,3,0
39923,3,9617,73,0,0
48838,20,9868,83,2,0
85851,17,5172,79,0,1
54181,8,7382,25,1,0
56163,19,6089,73,4,1
76073,15,1551,50,1,0
83849,8,6082,39,1,0
86479,17,6183,68,2,1
48022,15,6239,89,0,0
83568,18,8560,65,3,1
70485,8,2036,48,4,0
87694,20,2229,85,2,1
64374,23,3890,51,2,0
48326,8,1396,51,1,0
24787,5,7337,72,2,0
6067,7,5359,88,4,0
92216,20,1943,49,1,0
80193,13,62,87,4,0
78729,29,2789,84,0,1
54962,23,106,3,4,0
20571,29,9901,8,4,0
65408,2,9467,50,4,0
15567,20,3797,37,2,0
22750,3,4861,18,0,0
62844,27,5511,44,1,0
76800,12,107,36,2,0
44393,25,5279,9,3,0
1325,5,4251,13,0,0
17379,2,1621,97,4,0
38287,10,2434,56,2,0
74586,11,8785,13,0,0
74896,1,7494,20,2,0
58146,5,105,90,1,0
495,28,2011,42,2,0
59432,26,9861,27,3,0
52093,27,4724,49,1,0
85604,22,8540,58,0,0
75901,20,1352,69,3,0
58113,14,2647,11,2,0
30128,12,2038,66,4,0
46426,4,1425,28,3,0
66041,6,2319,96,2,1
41851,3,1310,70,1,0
37797,29,9523,44,4,0
12221,12,1618,9,0,0
24376,16,6705,53,2,0
56187,2,6177,23,4,0
68249,21,8654,78,0,1
83401,26,3516,90,1,1
74020,25,3535,21,1,0
50079,26,4749,24,1,0
21430,15,8047,25,1,0
72817,6,3415,30,1,0
6849,9,9822,57,1,0
78755,17,7512,78,1,1
24747,14,4383,66,3,0
75044,23,5070,40,0,0
82527,25,1126,26,3,0
4970,24,1939,35,0,0
20228,14,3466,57,3,0
49713,4,5414,16,3,0
19647,1,6,41,3,0
69606,11,2607,99,1,1
34048,4,9882,12,1,0
32500,3,3072,10,0,0
46712,15,2416,85,4,0
9528,28,8160,5,0,0
71640,18,9800,98,1,1
3990,9,792,24,0,0
46729,12,4600,59,0,0
68613,11,3794,23,3,0
58041,11,6447,41,3,0
56016,1,2292,68,3,1
78983,13,4994,28,1,0
70778,15,9124,91,2,1
73162,6,2979,74,4,1
47936,20,6212,45,0,0
19505,11,7837,34,2,0
10762,26,9131,36,4,0
67571,26,9446,59,1,0
83905,27,5063,27,0,0
81627,14,3023,25,1,0
99951,23,4205,39,0,0
44397,10,9710,77,4,0
77513,9,3053,9,4,0
17416,14,7241,72,2,0
71194,24,9327,33,2,0
